chr	pos	gene	strand	type	stop_pos
chr14	69767304	SRSF5	forward	five_prime_utr	69768147
chr7	128747775	CALU	forward	five_prime_utr	128747882
chr15	88621322	AEN	forward	five_prime_utr	88626204
chr15	43370603	ZSCAN29	reverse	five_prime_utr	43370487
chr7	77798321	TMEM60	reverse	five_prime_utr	77798250
chr16	4847860	UBN1	forward	five_prime_utr	4848132
chr17	67377583	PITPNC1	forward	five_prime_utr	67377669
chr12	132822254	GOLGA3	reverse	five_prime_utr	132822201
chr2	131093299	FAM168B	reverse	five_prime_utr	131093210
chr17	63622448	MAP3K3	forward	five_prime_utr	63622552
chr16	69424594	CYB5B	forward	five_prime_utr	69424650
chr1	86914301	SEP15	reverse	five_prime_utr	86914257
chr1	42335210	FOXJ3	reverse	five_prime_utr	42335145
chr1	28506058	SNHG3	forward	five_prime_utr	28506150
chr2	201116277	CFLAR	forward	five_prime_utr	201116429
chr1	42849303	ZNF691	forward	five_prime_utr	42849341
chr18	49487119	RPL17-C18orf32	reverse	five_prime_utr	49486856
chrX	24151727	ZFX	forward	five_prime_utr	24152825
chr6	25963209	TRIM38	forward	five_prime_utr	25966365
chr10	99430620	GOT1	reverse	five_prime_utr	99430582
chr6	16761420	ATXN1	reverse	five_prime_utr	16761223
chrX	54530268	GNL3L	forward	five_prime_utr	54530306
chr4	184652046	PRIMPOL	forward	five_prime_utr	184652201
chr13	46182117	LCP1	reverse	five_prime_utr	46182067
chr12	52070362	ATG101	forward	five_prime_utr	52070421
chr4	102827663	UBE2D3	reverse	five_prime_utr	102826830
chr1	67685247	GADD45A	forward	five_prime_utr	67685381
chr1	45660725	GPBP1L1	reverse	five_prime_utr	45660684
chr14	94110754	IFI27	forward	five_prime_utr	94110801
chr2	201118748	CFLAR	forward	five_prime_utr	201118909
chr12	69530904	FRS2	forward	five_prime_utr	69530996
chr8	142700223	LY6K	forward	five_prime_utr	142700357
chr9	71768524	TMEM2	reverse	five_prime_utr	71768387
chr5	69369795	TAF9	reverse	five_prime_utr	69369745
chr9	83978448	HNRNPK	reverse	five_prime_utr	83978362
chr16	3065631	IL32	forward	five_prime_utr	3065798
chr5	127030525	MARCH3	reverse	five_prime_utr	127030472
chr1	45661199	GPBP1L1	reverse	five_prime_utr	45661158
chr15	64499319	ZNF609	forward	five_prime_utr	64499348
chr11	94129058	PANX1	forward	five_prime_utr	94129243
chrX	10156973	CLCN4	forward	five_prime_utr	10157065
chr20	44531898	PKIG	forward	five_prime_utr	44582695
chr17	35367627	SLFN11	reverse	five_prime_utr	35366963
chr19	52893855	ZNF320	reverse	five_prime_utr	52893775
chr22	38656352	FAM227A	reverse	five_prime_utr	38650211
chr10	69088116	SRGN	forward	five_prime_utr	69088145
chr11	3856152	STIM1	forward	five_prime_utr	3856259
chr9	75088057	NMRK1	reverse	five_prime_utr	75088004
chr4	17810629	DCAF16	reverse	five_prime_utr	17810492
chr2	234978966	SH3BP4	forward	five_prime_utr	234995351
chr14	55042965	SOCS4	forward	five_prime_utr	55043015
chr6	97283147	MMS22L	reverse	five_prime_utr	97283100
chr7	105014519	KMT2E	forward	five_prime_utr	105014692
chr9	88535218	NXNL2	forward	five_prime_utr	88535313
chr22	29267505	RHBDD3	reverse	five_prime_utr	29265644
chr10	5446687	NET1	forward	five_prime_utr	5446719
chr19	8832103	ZNF558	reverse	five_prime_utr	8831322
chr14	57269217	AP5M1	forward	five_prime_utr	57269291
chr17	48050906	NFE2L1	forward	five_prime_utr	48051061
chr1	113073280	LRIG2	forward	five_prime_utr	113073339
chr12	51391625	GALNT6	reverse	five_prime_utr	51383521
chr19	52728811	ZNF611	reverse	five_prime_utr	52728773
chr6	31158561	TCF19	forward	five_prime_utr	31159214
chr2	44169214	PPM1B	forward	five_prime_utr	44169249
chr21	42010372	ZBTB21	reverse	five_prime_utr	42010292
chr11	123195141	CLMP	reverse	five_prime_utr	123194971
chr7	107564425	COG5	reverse	five_prime_utr	107564360
chr9	127916939	ST6GALNAC4	reverse	five_prime_utr	127916880
chr1	182391335	GLUL	reverse	five_prime_utr	182391177
chr8	41577391	GPAT4	forward	five_prime_utr	41598468
chr5	136153628	SMAD5	forward	five_prime_utr	136153672
chr17	49414858	PHB	reverse	five_prime_utr	49414769
chr12	57517754	DDIT3	reverse	five_prime_utr	57517579
chr11	119095434	H2AFX	reverse	five_prime_utr	119095396
chr1	209756234	TRAF3IP3	forward	five_prime_utr	209756317
chr11	119101795	DPAGT1	reverse	five_prime_utr	119101727
chr1	150549442	ADAMTSL4	forward	five_prime_utr	150549862
chr20	47501958	NCOA3	forward	five_prime_utr	47502023
chr16	31135702	PRSS8	reverse	five_prime_utr	31135649
chr9	35732595	CREB3	forward	five_prime_utr	35732669
chr12	63780370	TMEM5	forward	five_prime_utr	63780468
chr15	56243245	RFX7	reverse	five_prime_utr	56144456
chr1	63523570	EFCAB7	forward	five_prime_utr	63523623
chr7	17298657	AHR	forward	five_prime_utr	17298731
chrX	30871765	TAB3	reverse	five_prime_utr	30871724
chr3	186930725	ST6GAL1	forward	five_prime_utr	186930838
chr3	155080228	MME	forward	five_prime_utr	155084164
chrX	134373294	PHF6	forward	five_prime_utr	134377601
chr5	76403374	IQGAP2	forward	five_prime_utr	76403502
chr3	128493111	GATA2	reverse	five_prime_utr	128493058
chr14	95140712	DICER1	reverse	five_prime_utr	95133501
chr5	133052123	HSPA4	forward	five_prime_utr	133052242
chr11	72722016	ARAP1	reverse	five_prime_utr	72721852
chr3	16264971	DPH3	reverse	five_prime_utr	16264936
chr1	36385760	STK40	reverse	five_prime_utr	36385719
chr9	85941227	NAA35	forward	five_prime_utr	85941277
chr12	50222592	LIMA1	reverse	five_prime_utr	50222512
chr8	77000027	PEX2	reverse	five_prime_utr	76988308
chr2	112646063	SLC20A1	forward	five_prime_utr	112646567
chr5	16935986	MYO10	reverse	five_prime_utr	16935894
chr2	169798942	SSB	forward	five_prime_utr	169798974
chrX	141002635	SPANXB1	forward	five_prime_utr	141002670
chr5	178860063	ZNF354B	forward	five_prime_utr	178860131
chr6	170556901	TBP	forward	five_prime_utr	170556960
chr19	49877426	AKT1S1	reverse	five_prime_utr	49877316
chr17	7562046	SENP3	forward	five_prime_utr	7562135
chr11	77411940	PAK1	reverse	five_prime_utr	77411770
chr1	179877765	TOR1AIP2	reverse	five_prime_utr	179877709
chr11	6927643	ZNF215	forward	five_prime_utr	6927771
chr2	176269480	MTX2	forward	five_prime_utr	176269521
chr6	113857642	MARCKS	forward	five_prime_utr	113857722
chr3	184363348	POLR2H	forward	five_prime_utr	184363425
chr7	108526125	PNPLA8	reverse	five_prime_utr	108515546
chr15	64300662	CSNK1G1	reverse	five_prime_utr_three_prime_utr	64300615
chr6	32130118	FKBPL	reverse	five_prime_utr	32129843
chr1	204411708	PPP1R15B	reverse	five_prime_utr	204411664
chr19	1206427	STK11	forward	five_prime_utr	1206546
chr8	97644192	MTDH	forward	five_prime_utr	97644248
chr6	101399014	GRIK2	forward	five_prime_utr	101399046
chr10	70170461	SAR1A	reverse	five_prime_utr	70162734
chr1	150236029	ANP32E	reverse	five_prime_utr	150235982
chr6	139135186	HECA	forward	five_prime_utr	139135260
chr3	127590464	TPRA1	reverse	five_prime_utr	127590429
chr14	34983093	SRP54	forward	five_prime_utr	34983377
chr16	89972466	CENPBD1	reverse	five_prime_utr	89972413
chr19	13102545	LYL1	reverse	five_prime_utr	13102510
chr14	55027413	SOCS4	forward	five_prime_utr	55043015
chr4	174283577	FBXO8	reverse	five_prime_utr	174283527
chr5	140566892	SLC35A4	forward	five_prime_utr_three_prime_utr	140567104
chr2	201071861	NDUFB3	forward	five_prime_utr	201071908
chr12	70278140	CNOT2	forward	five_prime_utr	70278178
chr16	67562607	CTCF	forward	five_prime_utr	67562768
chr3	186806442	RFC4	reverse	five_prime_utr	186806392
chr16	396814	NME4	forward	five_prime_utr	397068
chr2	105816480	NCK2	forward	five_prime_utr	105816530
chr6	36874864	PPIL1	reverse	five_prime_utr	36874799
chr3	69012608	EOGT	reverse	five_prime_utr	69012567
chr12	15882433	STRAP	forward	five_prime_utr	15882603
chr3	57756554	SLMAP	forward	five_prime_utr	57756583
chrX	103377042	BEX3	forward	five_prime_utr	103377164
chr7	100429667	MEPCE	forward	five_prime_utr	100429765
chr10	98445412	HPS1	reverse	five_prime_utr	98445338
chr17	75405625	GRB2	reverse	five_prime_utr	75405596
chr12	49337020	C1QL4	reverse	five_prime_utr	49336745
chr3	10248994	TATDN2	forward	five_prime_utr	10249140
chr2	199955646	TYW5	reverse	five_prime_utr	199955527
chr12	94459790	CEP83	reverse	five_prime_utr	94459701
chr12	46254878	SLC38A1	reverse	five_prime_utr	46243230
chr6	24775078	GMNN	forward	five_prime_utr	24775116
chr15	64825620	PIF1	reverse	five_prime_utr	64825549
chr9	70259024	SMC5	forward	five_prime_utr	70259068
chr2	151828403	ARL5A	reverse	five_prime_utr	151828233
chr6	34392578	NUDT3	reverse	five_prime_utr	34392525
chr3	68004447	FAM19A1	forward	five_prime_utr	68004488
chr12	46268660	SLC38A1	reverse	five_prime_utr	46254919
chr12	46239891	SLC38A1	reverse	five_prime_utr	46239859
chr6	159727214	WTAP	forward	five_prime_utr	159727303
chr6	10528435	GCNT2	forward	five_prime_utr	10528485
chr19	52857595	ZNF28	reverse	five_prime_utr	52857359
chr6	135497234	AHI1	reverse	five_prime_utr	135495835
chr19	43935229	ZNF45	reverse	five_prime_utr	43935107
chr15	96330814	NR2F2	forward	five_prime_utr	96330963
chr7	101217477	PLOD3	reverse	five_prime_utr	101217412
chr10	101032402	SFXN3	forward	five_prime_utr	101032458
chr2	55419698	CCDC88A	reverse	five_prime_utr	55419621
chr7	1160119	ZFAND2A	reverse	five_prime_utr	1160057
chr10	28533344	WAC	forward	five_prime_utr	28533379
chr12	50112283	COX14	forward	five_prime_utr	50112420
chrX	107826090	MID2	forward	five_prime_utr	107826137
chr1	12019523	MIIP	forward	five_prime_utr	12021704
chr11	69294548	MYEOV	forward	five_prime_utr	69294580
chr14	104795688	AKT1	reverse	five_prime_utr	104795515
chr6	138988207	REPS1	reverse	five_prime_utr	138988148
chr12	112409496	RPL6	reverse	five_prime_utr	112409407
chr6	26383106	BTN2A2	forward	five_prime_utr	26383273
chr1	150236051	ANP32E	reverse	five_prime_utr	150235977
chr4	40073523	N4BP2	forward	five_prime_utr	40097260
chr1	210328308	HHAT	forward	five_prime_utr	210328376
chr8	93740965	RBM12B	reverse	five_prime_utr	93737333
chr17	50864113	TOB1	reverse	five_prime_utr	50864084
chr15	43371147	TUBGCP4	forward	five_prime_utr	43371227
chrX	38804782	MID1IP1	forward	five_prime_utr	38804835
chr7	65006565	ERV3-1	reverse	five_prime_utr	64993221
chr10	48306784	MAPK8	forward	five_prime_utr	48306825
chr8	42472615	SLC20A2	reverse	five_prime_utr	42472541
chr2	95402855	FAHD2A	forward	five_prime_utr	95403007
chr11	59142882	FAM111A	forward	five_prime_utr	59143275
chrX	154411676	TAZ	forward	five_prime_utr	154411786
chr2	215436052	FN1	reverse	five_prime_utr	215435891
chr8	41598944	GPAT4	forward	five_prime_utr	41599084
chr2	44169003	PPM1B	forward	five_prime_utr	44169077
chr5	181223766	TRIM41	forward	five_prime_utr	181223828
chr7	1138217	C7orf50	reverse	five_prime_utr	1138185
chr3	43286628	SNRK	forward	five_prime_utr	43303154
chr16	89490305	ANKRD11	reverse	five_prime_utr	89490072
chr5	173888708	CPEB4	forward	five_prime_utr	173888878
chr1	39576410	PABPC4	reverse	five_prime_utr	39576258
chr7	64313921	ZNF736	forward	five_prime_utr	64314094
chr14	38208597	SSTR1	forward	five_prime_utr	38209104
chr18	49492417	RPL17	reverse	five_prime_utr	49492352
chr3	116445168	LSAMP	reverse	five_prime_utr	116445118
chr9	88388510	SPIN1	forward	five_prime_utr	88415661
chr5	31531541	DROSHA	reverse	five_prime_utr	31530903
chr14	20684673	ANG	forward	five_prime_utr	20684762
chr11	72080540	NUMA1	reverse	five_prime_utr	72080454
chr1	151165909	LYSMD1	reverse	five_prime_utr	151165799
chr14	49893327	ARF6	forward	five_prime_utr	49893398
chr1	153634083	CHTOP	forward	five_prime_utr	153634193
chr10	33334627	NRP1	reverse	five_prime_utr	33334598
chr11	18322024	HPS5	reverse	five_prime_utr	18321965
chr2	201118790	CFLAR	forward	five_prime_utr	201118909
chr17	81395512	BAHCC1	forward	five_prime_utr	81395592
chr3	88059030	CGGBP1	reverse	five_prime_utr	88058221
chr19	39356703	SAMD4B	forward	five_prime_utr	39356732
chr14	94081402	IFI27L1	forward	five_prime_utr	94081476
chr6	38639824	BTBD9	reverse	five_prime_utr	38639792
chr20	35147306	EDEM2	reverse	five_prime_utr	35147274
chr16	68023294	DUS2	forward	five_prime_utr	68023359
chr4	48341602	SLAIN2	forward	five_prime_utr	48341646
chr7	6578512	ZDHHC4	forward	five_prime_utr	6578547
chr15	72267566	PARP6	reverse	five_prime_utr_three_prime_utr	72267513
chr3	33440184	UBP1	reverse	five_prime_utr	33440134
chr16	30659203	FBRS	forward	five_prime_utr	30659397
chr3	186963897	ST6GAL1	forward	five_prime_utr	187038813
chr1	160262212	DCAF8	reverse	five_prime_utr	160262183
chr6	49463409	CENPQ	forward	five_prime_utr	49463504
chr1	114716761	NRAS	reverse	five_prime_utr	114716690
chr17	50397534	LRRC59	reverse	five_prime_utr	50397391
chr11	10751262	CTR9	forward	five_prime_utr	10751351
chr1	150294053	MRPS21	forward	five_prime_utr	150294163
chr14	55027230	SOCS4	forward	five_prime_utr	55027349
chrX	136169919	FHL1	forward	five_prime_utr	136169984
chr13	80340692	SPRY2	reverse	five_prime_utr	80337738
chr10	33334670	NRP1	reverse	five_prime_utr	33334575
chr16	89418305	ANKRD11	reverse	five_prime_utr	89317068
chr9	127451563	LRSAM1	forward	five_prime_utr	127451941
chr22	49883487	ZBED4	forward	five_prime_utr	49883576
chr12	752683	WNK1	forward	five_prime_utr	752958
chr8	127736456	MYC	forward	five_prime_utr	127736566
chr10	102432569	CUEDC2	reverse	five_prime_utr	102432522
chrX	101658114	ARMCX2	reverse	five_prime_utr	101658079
chr18	67516405	DSEL	reverse	five_prime_utr	67515388
chr19	49813271	FUZ	reverse	five_prime_utr	49813143
chr3	50088987	RBM5	forward	five_prime_utr_three_prime_utr	50090419
chr11	73981685	UCP2	reverse	five_prime_utr	73981512
chr6	26365206	BTN3A2	forward	five_prime_utr	26365271
chr13	30617991	USPL1	forward	five_prime_utr	30621117
chr4	109729957	PLA2G12A	reverse	five_prime_utr	109729883
chr5	178131246	RMND5B	forward	five_prime_utr	178131500
chr14	63542804	PPP2R5E	reverse	five_prime_utr	63542775
chr4	142725887	INPP4B	reverse	five_prime_utr	142462719
chr2	189581870	SLC40A1	reverse	five_prime_utr	189580465
chr19	54137953	CNOT3	forward	five_prime_utr	54137997
chr9	127980407	FAM102A	reverse	five_prime_utr	127980333
chr5	14871664	ANKH	reverse	five_prime_utr	14871635
chr7	50449585	FIGNL1	reverse	five_prime_utr	50448211
chr15	40894568	VPS18	forward	five_prime_utr	40894729
chr2	75522484	EVA1A	reverse	five_prime_utr	75522452
chr13	19959994	ZMYM2	forward	five_prime_utr	19970033
chr13	41061314	ELF1	reverse	five_prime_utr	41061108
chr7	4985037	RNF216P1	forward	five_prime_utr	4989141
chr5	132557189	RAD50	forward	five_prime_utr	132557221
chr1	231422151	EGLN1	reverse	five_prime_utr	231422023
chr7	150632356	GIMAP6	reverse	five_prime_utr	150632318
chr3	186806427	RFC4	reverse	five_prime_utr	186806392
chr22	41561104	CSDC2	forward	five_prime_utr	41561187
chr6	169702372	C6orf120	forward	five_prime_utr	169702425
chr8	122863479	ZHX2	forward	five_prime_utr	122951347
chr19	34773172	ZNF599	reverse	five_prime_utr	34772939
chr19	57935360	ZNF418	reverse	five_prime_utr	57935331
chr11	17282855	NUCB2	forward	five_prime_utr	17282911
chr1	200620585	KIF14	reverse	five_prime_utr	200620400
chr4	105708848	GSTCD	forward	five_prime_utr	105709066
chr3	179562965	ACTL6A	forward	five_prime_utr	179562994
chr19	21142113	ZNF431	forward	five_prime_utr	21142181
chr4	82900441	THAP9-AS1	reverse	five_prime_utr	82900105
chr12	21501210	RECQL	reverse	five_prime_utr	21501166
chr1	89022846	GBP3	reverse	five_prime_utr	89022814
chr20	49188240	STAU1	reverse	five_prime_utr	49188112
chr3	142596468	PLS1	forward	five_prime_utr	142596719
chr9	74497417	RORB	forward	five_prime_utr	74497530
chr6	105137168	BVES	reverse	five_prime_utr	105136965
chr8	60741279	CHD7	forward	five_prime_utr	60741326
chr6	42782096	GLTSCR1L	forward	five_prime_utr	42782128
chr22	19854570	GNB1L	reverse	five_prime_utr	19854409
chr22	19941848	COMT	forward	five_prime_utr	19941901
chrX	103686643	MORF4L2	reverse	five_prime_utr	103685241
chr19	49813227	FUZ	reverse	five_prime_utr	49813129
chr13	77027137	FBXL3	reverse	five_prime_utr	77027102
chr22	40594723	MKL1	reverse	five_prime_utr	40594679
chr18	14132363	ZNF519	reverse	five_prime_utr	14132310
chr17	48107654	SNX11	forward	five_prime_utr	48107842
chr4	169270931	SH3RF1	reverse	five_prime_utr	169269270
chr8	42207522	PLAT	reverse	five_prime_utr	42207490
chr7	100602346	PCOLCE	forward	five_prime_utr	100602429
chr7	5045935	RBAK	forward	five_prime_utr	5046036
chr4	82429965	HNRNPDL	reverse	five_prime_utr	82429879
chr11	59143123	FAM111A	forward	five_prime_utr	59143275
chr12	6851249	CDCA3	reverse	five_prime_utr	6850954
chr11	36568078	RAG1	forward	five_prime_utr	36568149
chr3	57757301	SLMAP	forward	five_prime_utr	57757402
chr14	67816032	ZFYVE26	reverse	five_prime_utr	67816003
chr15	38252485	SPRED1	forward	five_prime_utr	38252586
chr11	127000804	KIRREL3	reverse	five_prime_utr	127000709
chr11	31810933	PAX6	reverse	five_prime_utr	31810865
chr22	26544671	TPST2	reverse	five_prime_utr	26544600
chr14	24147524	RNF31	forward	five_prime_utr	24147685
chr4	932294	GAK	reverse	five_prime_utr	932265
chr5	55307883	SKIV2L2	forward	five_prime_utr	55307936
chr2	188974437	COL3A1	forward	five_prime_utr	188974487
chr16	31108731	BCKDK	forward	five_prime_utr	31109106
chr8	80485622	ZBTB10	forward	five_prime_utr	80485705
chr17	5488543	MIS12	forward	five_prime_utr	5488856
chr10	43396496	HNRNPF	reverse	five_prime_utr	43394631
chr12	98645748	APAF1	forward	five_prime_utr	98648329
chr19	21082276	ZNF714	forward	five_prime_utr	21098201
chr7	32879866	KBTBD2	reverse	five_prime_utr	32879822
chr10	44978782	C10orf10	reverse	five_prime_utr	44978588
chr1	1375124	AURKAIP1	reverse	five_prime_utr	1375038
chr8	101205456	ZNF706	reverse	five_prime_utr	101205409
chr6	37354049	RNF8	forward	five_prime_utr	37354141
chr6	154356730	IPCEF1	reverse	five_prime_utr	154356668
chr4	143513736	SMARCA5	forward	five_prime_utr	143513846
chr1	171742198	VAMP4	reverse	five_prime_utr	171742154
chr14	49893335	ARF6	forward	five_prime_utr	49893562
chrX	53680068	HUWE1	reverse	five_prime_utr	53679925
chr9	34521775	ENHO	reverse	five_prime_utr	34521710
chr17	35367633	SLFN11	reverse	five_prime_utr	35366963
chr7	130486377	MEST	forward	five_prime_utr	130486466
chr1	151146539	SEMA6C	reverse	five_prime_utr	151146351
chr1	193059577	TROVE2	forward	five_prime_utr	193059780
chr16	81007209	CENPN	forward	five_prime_utr	81007256
chr11	18322083	HPS5	reverse	five_prime_utr	18322021
chrX	154094415	MECP2	reverse	five_prime_utr	154092265
chr6	31159252	TCF19	forward	five_prime_utr	31159305
chr8	102850056	AZIN1	reverse	five_prime_utr	102849991
chr17	44199792	ATXN7L3	reverse	five_prime_utr	44199730
chr19	45092992	PPP1R37	forward	five_prime_utr	45093060
chr2	68319948	CNRIP1	reverse	five_prime_utr	68319814
chr3	167720221	PDCD10	reverse	five_prime_utr	167720189
chrX	103685206	MORF4L2	reverse	five_prime_utr	103678574
chr10	112446793	ZDHHC6	reverse	five_prime_utr	112445572
chr22	35648570	APOL6	forward	five_prime_utr	35648677
chr15	75579205	CTD-2323K18.1	reverse	five_prime_utr	75579113
chr1	206470555	IKBKE	forward	five_prime_utr	206470584
chr5	43602791	NNT	forward	five_prime_utr	43602826
chr14	103711640	XRCC3	reverse	five_prime_utr	103711229
chr10	12042804	UPF2	reverse	five_prime_utr	12035423
chr4	169620837	CLCN3	forward	five_prime_utr	169620935
chr7	129054966	TNPO3	reverse	five_prime_utr	129054850
chr17	28599004	SPAG5	reverse	five_prime_utr	28598969
chr2	108378284	SULT1C4	forward	five_prime_utr	108378325
chr19	49929838	CTC-326K19.6	reverse	five_prime_utr	49929665
chr1	8026205	ERRFI1	reverse	five_prime_utr	8026137
chr12	7060747	C1S	forward	five_prime_utr	7060875
chr2	234981722	SH3BP4	forward	five_prime_utr	235034919
chr22	43151574	TSPO	forward	five_prime_utr	43151612
chr2	10448225	ODC1	reverse	five_prime_utr	10447977
chr22	46151959	PPARA	forward	five_prime_utr	46176833
chr7	128747733	CALU	forward	five_prime_utr	128747882
chr1	18956471	IFFO2	reverse	five_prime_utr	18956349
chr16	74999148	ZNRF1	forward	five_prime_utr	74999429
chr1	52142292	ZFYVE9	forward	five_prime_utr	52216388
chr4	87007326	AFF1	forward	five_prime_utr	87007364
chr3	196566976	WDR53	reverse	five_prime_utr	196566941
chr20	44887703	YWHAB	forward	five_prime_utr	44887756
chr7	7566937	MIOS	forward	five_prime_utr	7567080
chr4	164877045	APELA	forward	five_prime_utr	164877080
chr18	67516475	DSEL	reverse	five_prime_utr	67516362
chr5	141320738	TAF7	reverse	five_prime_utr	141320199
chr17	73092639	SLC39A11	reverse	five_prime_utr	73092116
chr14	55027374	SOCS4	forward	five_prime_utr	55027475
chr16	24256518	CACNG3	forward	five_prime_utr	24256562
chr4	147617615	TMEM184C	forward	five_prime_utr	147617659
chr21	41427269	MX1	forward	five_prime_utr	41430567
chr3	33440265	UBP1	reverse	five_prime_utr	33440134
chr15	34988197	ZNF770	reverse	five_prime_utr	34987642
chr19	9536328	ZNF426	reverse	five_prime_utr	9536299
chr6	87702207	AKIRIN2	reverse	five_prime_utr	87702109
chr8	22231875	PHYHIP	reverse	five_prime_utr	22231792
chr12	12267007	LRP6	reverse	five_prime_utr	12266879
chr17	1762047	SERPINF1	forward	five_prime_utr	1762139
chr13	41457622	RGCC	forward	five_prime_utr	41457699
chr2	169799167	SSB	forward	five_prime_utr	169799349
chr8	86514303	RMDN1	reverse	five_prime_utr	86514238
chr2	55269231	MTIF2	reverse	five_prime_utr	55269169
chr3	12664088	RAF1	reverse	five_prime_utr	12664059
chr19	58142645	ZNF329	reverse	five_prime_utr	58142580
chr11	126355792	ST3GAL4	forward	five_prime_utr	126356082
chr20	380843	TRIB3	forward	five_prime_utr	380884
chrX	118823839	ZCCHC12	forward	five_prime_utr	118824624
chr3	141324351	ZBTB38	forward	five_prime_utr_three_prime_utr	141368748
chr15	39920357	GPR176	reverse	five_prime_utr	39920253
chr2	112646001	SLC20A1	forward	five_prime_utr	112646670
chr5	127030553	MARCH3	reverse	five_prime_utr	126918195
chr5	150904762	ZNF300	reverse	five_prime_utr	150903956
chr1	67685333	GADD45A	forward	five_prime_utr	67685407
chr6	82247692	IBTK	reverse	five_prime_utr	82247630
chr19	8831401	ZNF558	reverse	five_prime_utr	8825052
chr5	75717348	POC5	reverse	five_prime_utr	75717298
chr19	57769725	ZNF586	forward	five_prime_utr	57769757
chrX	111901690	TRPC5OS	forward	five_prime_utr	111901731
chr1	214603248	CENPF	forward	five_prime_utr	214603325
chr12	21501462	RECQL	reverse	five_prime_utr	21501355
chr1	117367909	MAN1A2	forward	five_prime_utr	117367938
chr1	165631266	MGST3	forward	five_prime_utr	165631304
chr7	1091418	GPER1	forward	five_prime_utr	1091612
chr11	78574795	NARS2	reverse	five_prime_utr	78574640
chr19	38975636	FBXO17	reverse	five_prime_utr	38975412
chr14	93184855	MOAP1	reverse	five_prime_utr	93184646
chr8	41598433	GPAT4	forward	five_prime_utr	41598468
chr6	70415304	FAM135A	forward	five_prime_utr	70426458
chr9	5436660	PLGRKT	reverse	five_prime_utr	5436565
chr6	127266902	RNF146	forward	five_prime_utr	127267009
chr6	32154071	PPT2	forward	five_prime_utr	32154322
chr12	3732990	CRACR2A	reverse	five_prime_utr	3732859
chr19	6199497	RFX2	reverse	five_prime_utr	6191904
chrX	1536949	P2RY8	reverse	five_prime_utr	1536917
chr7	43583197	STK17A	forward	five_prime_utr	43583238
chr22	50525528	SCO2	reverse	five_prime_utr	50525409
chr7	134866952	CALD1	forward	five_prime_utr	134866990
chr11	73228063	P2RY2	forward	five_prime_utr	73228119
chr2	70182868	C2orf42	reverse	five_prime_utr	70182776
chr11	73787862	MRPL48	forward	five_prime_utr	73787951
chr3	196338347	TM4SF19	reverse	five_prime_utr	196338276
chr12	113422384	SDSL	forward	five_prime_utr	113422527
chr2	20051616	LAPTM4A	reverse	five_prime_utr	20051584
chr2	189784549	PMS1	forward	five_prime_utr	189791801
chr5	9545873	SEMA5A	reverse	five_prime_utr	9545580
chr4	17810668	DCAF16	reverse	five_prime_utr	17810492
chr17	40219415	WIPF2	forward	five_prime_utr	40219534
chr1	236524015	LGALS8	forward	five_prime_utr	236524065
chr20	37297386	MANBAL	forward	five_prime_utr	37297427
chrX	47193984	UBA1	forward	five_prime_utr	47194028
chr15	58771341	FAM63B	forward	five_prime_utr	58771373
chr12	113221499	TPCN1	forward	five_prime_utr	113221630
chr1	67777489	GNG12	reverse	five_prime_utr	67777454
chr2	241356324	FARP2	forward	five_prime_utr	241356359
chrX	129540330	OCRL	forward	five_prime_utr	129540422
chr6	24719414	C6orf62	reverse	five_prime_utr	24719337
chr9	134026358	LINC00094	forward	five_prime_utr	134026441
chr7	6706674	ZNF12	reverse	five_prime_utr	6706633
chr3	179323056	ZNF639	forward	five_prime_utr	179323295
chr2	189179745	COL5A2	reverse	five_prime_utr	189179677
chr1	45552501	AKR1A1	forward	five_prime_utr	45552542
chr10	100972630	SEMA4G	forward	five_prime_utr	100972680
chr1	42958795	SLC2A1	reverse	five_prime_utr	42958727
chr8	116874720	RAD21	reverse	five_prime_utr	116874607
chr6	170556907	TBP	forward	five_prime_utr	170556960
chr11	46617851	ATG13	forward	five_prime_utr	46618276
chr5	38445583	EGFLAM	forward	five_prime_utr	38445612
chr1	110390993	SLC16A4	reverse	five_prime_utr	110390928
chr17	42682754	CNTNAP1	forward	five_prime_utr	42682783
chr15	67543176	MAP2K5	forward	five_prime_utr	67543319
chr19	15125686	ILVBL	reverse	five_prime_utr	15125648
chr9	5629185	RIC1	forward	five_prime_utr	5629265
chr3	196568933	FBXO45	forward	five_prime_utr	196568980
chr8	69466859	SULF1	forward	five_prime_utr	69495822
chr19	49927884	CTC-326K19.6	reverse	five_prime_utr	49927735
chr7	135169109	C7orf49	reverse	five_prime_utr	135168981
chr5	134525691	JADE2	forward	five_prime_utr	134525750
chr7	519397	PDGFA	reverse	five_prime_utr	519356
chr7	150632254	GIMAP6	reverse	five_prime_utr	150632165
chr20	32743500	COMMD7	reverse	five_prime_utr	32743438
chr1	156500575	MEF2D	reverse	five_prime_utr	156500468
chr2	234995348	SH3BP4	forward	five_prime_utr	235034919
chr9	32552342	TOPORS-AS1	forward	five_prime_utr	32552386
chr15	41775171	MAPKBP1	forward	five_prime_utr	41775224
chr19	49691299	CPT1C	forward	five_prime_utr	49691331
chr16	3640729	DNASE1	forward	five_prime_utr	3640953
chr13	43023516	DNAJC15	forward	five_prime_utr	43023563
chr7	73831064	CLDN4	forward	five_prime_utr	73831114
chr6	75749256	MYO6	forward	five_prime_utr	75749387
chr3	52705728	GLT8D1	reverse	five_prime_utr	52704754
