chr	pos	gene	strand	type	stop_pos
chr7	100199999	PCOLCE	forward	five_prime_utr	100200052
chr9	135906196	GTF3C5	forward	five_prime_utr	135906270
chr4	40058608	N4BP2	forward	five_prime_utr	40075094
chr22	26877928	HPS4	reverse	five_prime_utr	26877878
chrX	99987016	SYTL4	reverse	five_prime_utr	99986987
chr9	38392710	ALDH1B1	forward	five_prime_utr	38392775
chr2	209118770	IDH1	reverse	five_prime_utr	209116283
chr21	48055569	PRMT2	forward	five_prime_utr	48055679
chr19	11456888	TMEM205	reverse	five_prime_utr	11456820
chr7	50517283	FIGNL1	reverse	five_prime_utr	50517254
chr2	37551396	PRKD3	reverse	five_prime_utr	37544172
chr3	134204417	ANAPC13	reverse	five_prime_utr	134204331
chr14	92506356	TRIP11	reverse	five_prime_utr_three_prime_utr	92506318
chr1	169337012	NME7	reverse	five_prime_utr	169336953
chr21	30502963	MAP3K7CL	forward	five_prime_utr	30503239
chr6	24720756	C6orf62	reverse	five_prime_utr	24720646
chr11	46958276	C11orf49	forward	five_prime_utr	46958338
chr3	114343814	ZBTB20	reverse	five_prime_utr	114343716
chr20	271013	C20orf96	reverse	five_prime_utr	270981
chr19	36719669	ZNF146	forward	five_prime_utr	36719725
chr8	28559037	EXTL3	forward	five_prime_utr	28559165
chr17	16284448	UBB	forward	five_prime_utr	16284495
chr8	81942265	PAG1	reverse	five_prime_utr	81942227
chr22	26878163	HPS4	reverse	five_prime_utr	26878134
chr19	21950330	ZNF100	reverse	five_prime_utr	21950289
chr6	86352962	SYNCRIP	reverse	five_prime_utr	86352828
chr5	102898428	NUDT12	reverse	five_prime_utr	102898399
chr1	51434781	CDKN2C	forward	five_prime_utr	51435002
chr12	93966499	SOCS2	forward	five_prime_utr	93966663
chr18	57567301	PMAIP1	forward	five_prime_utr	57567387
chr4	142142112	ZNF330	forward	five_prime_utr	142142396
chr9	119449394	ASTN2	reverse	five_prime_utr	119449341
chr8	142011245	PTK2	reverse	five_prime_utr	141958785
chr17	76124728	TMC6	reverse	five_prime_utr	76122955
chr5	31532163	DROSHA	reverse	five_prime_utr	31531010
chr4	165798217	APELA	forward	five_prime_utr	165798336
chr7	100075793	TSC22D4	reverse	five_prime_utr	100075722
chr2	47168575	TTC7A	forward	five_prime_utr	47168664
chr3	196014491	PCYT1A	reverse	five_prime_utr	196014456
chr5	139554787	CYSTM1	forward	five_prime_utr	139554966
chr19	9878997	ZNF846	reverse	five_prime_utr	9875652
chr2	242254794	SEPT2	forward	five_prime_utr	242255024
chr2	9562944	ITGB1BP1	reverse	five_prime_utr	9562870
chr7	94285849	PEG10	forward	five_prime_utr	94285896
chr19	36605980	POLR2I	reverse	five_prime_utr	36605951
chr6	36862351	C6orf89	forward	five_prime_utr	36862383
chr9	129884865	ANGPTL2	reverse	five_prime_utr	129884824
chr2	201994191	CFLAR	forward	five_prime_utr	201994247
chr8	26435493	DPYSL2	forward	five_prime_utr	26435627
chr17	56494711	RNF43	reverse	five_prime_utr	56494679
chr4	146402970	SMAD1	forward	five_prime_utr	146403194
chr12	66218983	HMGA2	forward	five_prime_utr	66219033
chr17	73975255	ACOX1	reverse	five_prime_utr	73975208
chr15	42840935	LRRC57	reverse	five_prime_utr	42840861
chrX	47077787	CDK16	forward	five_prime_utr	47077870
chr4	54930685	CHIC2	reverse	five_prime_utr	54930617
chr15	79603480	TMED3	forward	five_prime_utr	79603524
chr8	41455901	GPAT4	forward	five_prime_utr	41455987
chr8	19363633	CSGALNACT1	reverse	five_prime_utr	19363502
chr1	46126287	GPBP1L1	reverse	five_prime_utr	46126249
chr4	103997570	SLC9B2	reverse	five_prime_utr	103997421
chrX	24072837	EIF2S3	forward	five_prime_utr	24073064
chr3	43341272	SNRK	forward	five_prime_utr	43344646
chr1	28415186	EYA3	reverse	five_prime_utr	28415031
chr3	176919538	TBL1XR1	reverse	five_prime_utr	176797708
chr12	111126491	HVCN1	reverse	five_prime_utr	111126366
chr19	18266326	AC007192.4	forward	five_prime_utr	18266433
chr12	46662721	SLC38A1	reverse	five_prime_utr	46662644
chr9	98079983	FANCC	reverse	five_prime_utr	98079804
chr14	31343875	COCH	forward	five_prime_utr	31343976
chr11	63998046	NUDT22	forward	five_prime_utr_three_prime_utr	63998267
chr19	51302189	C19orf48	reverse	five_prime_utr	51302160
chr7	134853883	C7orf49	reverse	five_prime_utr	134853728
chr19	34850495	GPI	forward	five_prime_utr	34850689
chr19	47291324	SLC1A5	reverse	five_prime_utr	47291244
chr12	15370506	RERG	reverse	five_prime_utr	15370459
chr7	86848891	TMEM243	reverse	five_prime_utr	86848850
chr2	172949554	DLX1	forward	five_prime_utr	172949613
chr1	178694445	RALGPS2	forward	five_prime_utr	178694498
chr9	116137807	HDHD3	reverse	five_prime_utr	116137739
chr15	42565961	GANC	forward	five_prime_utr	42566056
chr13	103426043	TEX30	reverse	five_prime_utr	103422398
chr3	107941256	IFT57	reverse	five_prime_utr	107941221
chr17	7338784	RP11-104H15.7	forward	five_prime_utr	7338846
chr14	73876692	NUMB	reverse	five_prime_utr	73876624
chr2	44588600	PREPL	reverse	five_prime_utr	44587173
chr12	132379287	ULK1	forward	five_prime_utr	132379490
chr10	127511667	UROS	reverse	five_prime_utr	127511518
chr3	125050031	ZNF148	reverse	five_prime_utr	125049924
chrX	128977712	ZDHHC9	reverse	five_prime_utr	128975956
chr22	41681842	RANGAP1	reverse	five_prime_utr	41681789
chr10	98592060	LCOR	forward	five_prime_utr	98592311
chr4	122744912	CCNA2	reverse	five_prime_utr	122744811
chr5	130599814	CDC42SE2	forward	five_prime_utr	130599846
chr13	48807331	ITM2B	forward	five_prime_utr	48807417
chr14	45722258	MIS18BP1	reverse	five_prime_utr	45716560
chr1	93811582	DR1	forward	five_prime_utr	93811869
chr6	126102362	NCOA7	forward	five_prime_utr	126102391
chr2	233568146	GIGYF2	forward	five_prime_utr	233568178
chr19	19313983	NR2C2AP	reverse	five_prime_utr	19313942
chr1	150208407	ANP32E	reverse	five_prime_utr	150208330
chr6	160148279	WTAP	forward	five_prime_utr	160148335
chr3	52739639	GLT8D1	reverse	five_prime_utr	52739577
chr19	50431096	NUP62	reverse	five_prime_utr	50430992
chr4	87515509	PTPN13	forward	five_prime_utr	87515604
chr1	21113023	HP1BP3	reverse	five_prime_utr	21106985
chr12	55378527	TESPA1	reverse	five_prime_utr	55377939
chr5	149535185	PDGFRB	reverse	five_prime_utr	149535129
chr6	99375656	FBXL4	reverse	five_prime_utr	99375573
chr1	249119411	SH3BP5L	reverse	five_prime_utr	249119292
chr13	96295518	DZIP1	reverse	five_prime_utr	96295426
chr9	132612160	USP20	forward	five_prime_utr	132612207
chr8	74207053	RDH10	forward	five_prime_utr	74207118
chr8	74884359	TCEB1	reverse	five_prime_utr	74884315
chr12	115121439	TBX3	reverse	five_prime_utr	115121242
chr7	35734515	HERPUD2	reverse	five_prime_utr	35734067
chr5	102456062	PPIP5K2	forward	five_prime_utr	102456091
chr1	153517467	S100A4	reverse	five_prime_utr	153517279
chr6	71377619	SMAP1	forward	five_prime_utr	71377696
chr15	85144352	ZSCAN2	forward	five_prime_utr	85144423
chr14	74482621	ENTPD5	reverse	five_prime_utr	74477841
chr1	162602274	DDR2	forward	five_prime_utr	162625047
chr22	42017308	XRCC6	forward	five_prime_utr	42017996
chr16	29985794	TAOK2	forward	five_prime_utr	29985973
chr6	170863521	TBP	forward	five_prime_utr	170865992
chr11	105892701	MSANTD4	reverse	five_prime_utr	105881745
chr11	615620	IRF7	reverse	five_prime_utr	615396
chr1	114301926	PHTF1	reverse	five_prime_utr	114301876
chr3	88199083	C3orf38	forward	five_prime_utr	88199160
chr18	55289055	NARS	reverse	five_prime_utr	55289005
chr19	51305563	C19orf48	reverse	five_prime_utr	51302585
chr1	25664929	TMEM50A	forward	five_prime_utr	25665024
chr11	615591	IRF7	reverse	five_prime_utr	615553
chr2	28974840	PPP1CB	forward	five_prime_utr	28974896
chr18	28682343	DSC2	reverse	five_prime_utr	28682260
chr2	208634202	FZD5	reverse	five_prime_utr	208634101
chr9	117373627	TMEM268	forward	five_prime_utr	117373848
chr19	12721817	ZNF791	forward	five_prime_utr	12721861
chr7	1578059	MAFK	forward	five_prime_utr	1578097
chr19	35168645	ZNF302	forward	five_prime_utr	35169659
chr3	66271406	SLC25A26	forward	five_prime_utr	66271498
chr11	17304405	NUCB2	forward	five_prime_utr	17304458
chr7	140098245	SLC37A3	reverse	five_prime_utr	140082379
chr19	55770318	PPP6R1	reverse	five_prime_utr	55770151
chr16	84853633	CRISPLD2	forward	five_prime_utr	84872073
chr5	65222502	ERBIN	forward	five_prime_utr	65222615
chr8	145582314	SLC52A2	forward	five_prime_utr	145582532
chr4	40198882	RHOH	forward	five_prime_utr	40198941
chr3	112280599	ATG3	reverse	five_prime_utr	112280444
chrX	100872919	ARMCX6	reverse	five_prime_utr	100872551
chr4	120133780	USP53	forward	five_prime_utr	120134046
chr5	82767541	VCAN	forward	five_prime_utr	82767570
chr12	16759351	LMO3	reverse	five_prime_utr	16759316
chr19	46916203	CCDC8	reverse	five_prime_utr	46916114
chr2	220363811	GMPPA	forward	five_prime_utr	220363897
chr6	21594330	SOX4	forward	five_prime_utr	21594497
chr1	150208403	ANP32E	reverse	five_prime_utr	150208359
chr9	136918701	BRD3	reverse	five_prime_utr	136918615
chr1	21112766	HP1BP3	reverse	five_prime_utr	21112680
chr3	101498695	NXPE3	forward	five_prime_utr	101498769
chr20	4951472	SLC23A2	reverse	five_prime_utr	4913268
chr5	31531039	DROSHA	reverse	five_prime_utr	31531010
chr14	92413973	FBLN5	reverse	five_prime_utr	92413920
chr7	150033810	LRRC61	forward	five_prime_utr	150033887
chr1	113162044	CAPZA1	forward	five_prime_utr	113162115
chr12	8185634	FOXJ2	forward	five_prime_utr	8185792
chr12	58026953	B4GALNT1	reverse	five_prime_utr	58026816
chr9	14680101	ZDHHC21	reverse	five_prime_utr	14680042
chr19	15544081	WIZ	reverse	five_prime_utr	15544052
chr1	209929513	TRAF3IP3	forward	five_prime_utr	209929542
chrX	151999630	NSDHL	forward	five_prime_utr	152000181
chr4	11430348	HS3ST1	reverse	five_prime_utr	11430319
chr8	38758860	PLEKHA2	forward	five_prime_utr	38758967
chr4	106630049	GSTCD	forward	five_prime_utr	106630177
chr2	191514030	NAB1	forward	five_prime_utr	191514086
chr19	58400265	ZNF814	reverse	five_prime_utr_three_prime_utr	58400185
chr5	88178874	MEF2C	reverse	five_prime_utr	88119718
chr10	93683692	BTAF1	forward	five_prime_utr	93683799
chr3	61237009	FHIT	reverse	five_prime_utr	61236971
chr14	55658265	DLGAP5	reverse	five_prime_utr	55658206
chr2	220093204	ATG9A	reverse	five_prime_utr	220092746
chr8	1772254	RP11-439C15.6	forward	five_prime_utr	1772283
chr4	88343797	NUDT9	forward	five_prime_utr	88343889
chr3	197677144	RPL35A	forward	five_prime_utr	197677830
chr6	31628380	C6orf47	reverse	five_prime_utr	31628309
chr11	18416138	LDHA	forward	five_prime_utr	18416230
chr7	99216174	ZSCAN25	forward	five_prime_utr	99216215
chr11	4116105	RRM1	forward	five_prime_utr	4116194
chr16	70557728	SF3B3	forward	five_prime_utr	70557793
chr16	583958	CAPN15	forward	five_prime_utr	584002
chr5	139944333	SLC35A4	forward	five_prime_utr	139944362
chr22	29999760	NF2	forward	five_prime_utr	29999903
chr17	1665298	SERPINF1	forward	five_prime_utr	1665411
chr1	169763014	METTL18	reverse	five_prime_utr	169762955
chr4	20255285	SLIT2	forward	five_prime_utr	20255395
chr1	114301988	PHTF1	reverse	five_prime_utr	114301935
chr6	167370021	RNASET2	reverse	five_prime_utr	167369923
chr1	231557902	EGLN1	reverse	five_prime_utr	231557846
chr15	82338171	MEX3B	reverse	five_prime_utr	82338133
chr22	23412713	GNAZ	forward	five_prime_utr	23412760
chr17	5389968	MIS12	forward	five_prime_utr	5392168
chr13	41634984	ELF1	reverse	five_prime_utr	41556340
chr4	170190417	SH3RF1	reverse	five_prime_utr	170190370
chr19	21512106	ZNF708	reverse	five_prime_utr	21512017
chr12	6797378	ZNF384	reverse	five_prime_utr	6797244
chr18	65183904	DSEL	reverse	five_prime_utr	65183815
chr8	70405103	SULF1	forward	five_prime_utr	70405144
chr17	40575303	PTRF	reverse	five_prime_utr	40575118
chr4	99579705	TSPAN5	reverse	five_prime_utr	99579643
chr15	81293638	MESDC1	forward	five_prime_utr	81293751
chr2	202645650	ALS2	reverse	five_prime_utr	202633648
chr3	150126132	TSC22D2	forward	five_prime_utr	150126200
chr1	38156207	C1orf109	reverse	five_prime_utr	38156028
chr17	7210831	EIF5A	forward	five_prime_utr	7210884
chr15	64648215	CSNK1G1	reverse	five_prime_utr	64648156
chr11	13331585	ARNTL	forward	five_prime_utr	13331620
chr19	46916312	CCDC8	reverse	five_prime_utr	46916265
chr11	73693827	UCP2	reverse	five_prime_utr	73693762
chr1	158801239	MNDA	forward	five_prime_utr	158801280
chr20	57464260	GNAS	forward	five_prime_utr	57464391
chr1	32385195	PTP4A2	reverse	five_prime_utr	32385136
chr22	22900030	PRAME	reverse	five_prime_utr	22899306
chr9	133589538	ABL1	forward	five_prime_utr	133589573
chr1	178694495	RALGPS2	forward	five_prime_utr	178745822
chr19	40871467	PLD3	forward	five_prime_utr	40871568
chr7	124569046	POT1	reverse	five_prime_utr	124568993
chr5	31532100	DROSHA	reverse	five_prime_utr	31531010
chr4	56376223	CLOCK	reverse	five_prime_utr	56376173
chr9	103115097	TEX10	reverse	five_prime_utr	103115050
chr11	71158697	DHCR7	reverse	five_prime_utr	71158599
chr7	108166528	PNPLA8	reverse	five_prime_utr	108166493
chr3	105085869	ALCAM	forward	five_prime_utr	105085919
chr4	164415851	TMA16	forward	five_prime_utr	164415901
chr10	65225548	JMJD1C	reverse	five_prime_utr	65225486
chrX	100353496	CENPI	forward	five_prime_utr	100353528
chr16	30670497	FBRS	forward	five_prime_utr	30670718
chr20	42839424	OSER1	reverse	five_prime_utr	42839332
chr2	61765280	XPO1	reverse	five_prime_utr	61765134
chr11	96120771	CCDC82	reverse	five_prime_utr	96120730
chr6	26383439	BTN2A2	forward	five_prime_utr	26383501
chr10	73975591	ASCC1	reverse	five_prime_utr	73975535
chr14	39901655	FBXO33	reverse	five_prime_utr	39901557
chr5	154239387	CNOT8	forward	five_prime_utr	154242809
chr15	83656108	FAM103A1	forward	five_prime_utr	83656140
chr3	167452015	PDCD10	reverse	five_prime_utr	167437977
chr4	102268308	PPP3CA	reverse	five_prime_utr	102268216
chr1	24742305	NIPAL3	forward	five_prime_utr	24742409
chr16	65155834	CDH11	reverse	five_prime_utr	65038916
chr9	92020526	SEMA4D	reverse	five_prime_utr	92020455
chr12	66524510	LLPH	reverse	five_prime_utr_three_prime_utr	66522890
chr7	97736294	LMTK2	forward	five_prime_utr	97736395
chr6	16586068	ATXN1	reverse	five_prime_utr	16585988
chr19	23433182	ZNF724	reverse	five_prime_utr	23433129
chr10	75571339	NDST2	reverse	five_prime_utr	75570656
chr2	220094285	ATG9A	reverse	five_prime_utr	220094253
chr12	55378473	TESPA1	reverse	five_prime_utr	55378330
chr2	217236735	MARCH4	reverse	five_prime_utr	217236658
chr3	8811096	OXTR	reverse	five_prime_utr	8810216
chrX	15768106	CA5B	forward	five_prime_utr	15768144
chr5	157286122	CLINT1	reverse	five_prime_utr	157286069
chr9	134269526	PRRC2B	forward	five_prime_utr	134305519
chr9	99616449	ZNF782	reverse	five_prime_utr_three_prime_utr	99614284
chrX	100872552	ARMCX6	reverse	five_prime_utr	100872424
chr7	5024659	RNF216P1	forward	five_prime_utr	5028772
chr7	108210421	DNAJB9	forward	five_prime_utr	108210456
chr13	44360993	ENOX1	reverse	five_prime_utr	44360784
chr22	41487937	EP300	forward	five_prime_utr	41487966
chr4	30722247	PCDH7	forward	five_prime_utr	30722309
chr6	160148575	WTAP	forward	five_prime_utr	160148739
chr8	42249360	VDAC3	forward	five_prime_utr	42251386
chr11	64052152	BAD	reverse	five_prime_utr	64052099
chr14	64010077	PPP2R5E	reverse	five_prime_utr	64010012
chr15	66679319	MAP2K1	forward	five_prime_utr	66679381
chr14	100841812	WARS	reverse	five_prime_utr	100841732
chr2	31457296	EHD3	forward	five_prime_utr	31457337
chrX	84502127	ZNF711	forward	five_prime_utr	84502576
chr1	103573867	COL11A1	reverse	five_prime_utr	103573829
chr11	33182945	CSTF3	reverse	five_prime_utr	33182916
chrX	62974505	ARHGEF9	reverse	five_prime_utr	62974365
chr12	113624044	RITA1	forward	five_prime_utr	113624079
chr2	144969145	GTDC1	reverse	five_prime_utr	144968752
chr1	179851469	TOR1AIP1	forward	five_prime_utr	179851528
chr10	102791117	SFXN3	forward	five_prime_utr	102792150
chr3	197677150	RPL35A	forward	five_prime_utr	197677830
chr17	42275687	ATXN7L3	reverse	five_prime_utr	42275649
chr1	33282943	YARS	reverse	five_prime_utr	33282872
chr11	102219312	BIRC2	forward	five_prime_utr	102219413
chr1	150208357	ANP32E	reverse	five_prime_utr	150208325
chr11	85359040	TMEM126A	forward	five_prime_utr	85359090
chr22	29703054	GAS2L1	forward	five_prime_utr	29704057
chr13	50571275	TRIM13	forward	five_prime_utr	50571400
chrX	24072862	EIF2S3	forward	five_prime_utr	24072984
chr6	97247690	GPR63	reverse	five_prime_utr	97247661
chr11	63381663	PLA2G16	reverse	five_prime_utr	63381508
chr1	52870000	ORC1	reverse	five_prime_utr	52869962
chr2	37899533	CDC42EP3	reverse	five_prime_utr	37873935
chr1	150208423	ANP32E	reverse	five_prime_utr	150208325
chr17	57784753	PTRH2	reverse	five_prime_utr	57777483
chr9	5510779	PDCD1LG2	forward	five_prime_utr	5510811
chr10	81965275	ANXA11	reverse	five_prime_utr	81935870
chr20	62694587	TCEA2	forward	five_prime_utr	62694661
chr6	107077471	QRSL1	forward	five_prime_utr	107077503
chr3	184529998	VPS8	forward	five_prime_utr	184533630
chr6	170863458	TBP	forward	five_prime_utr	170865992
chr1	201979770	ELF3	forward	five_prime_utr	201979838
chr22	31460112	SMTN	forward	five_prime_utr	31476502
chr19	50432643	NUP62	reverse	five_prime_utr	50430960
chr20	57226331	STX16	forward	five_prime_utr	57226375
chr12	31478989	FAM60A	reverse	five_prime_utr	31478954
chr1	21112946	HP1BP3	reverse	five_prime_utr	21107013
chr5	98105292	RGMB	forward	five_prime_utr	98105333
chr9	35605354	TESK1	forward	five_prime_utr	35605590
chr19	58987768	ZNF446	forward	five_prime_utr	58988579
chr1	117910368	MAN1A2	forward	five_prime_utr	117910517
chr5	132299313	AFF4	reverse	five_prime_utr	132299239
chr5	126112889	LMNB1	forward	five_prime_utr	126113092
chr12	109027652	SELPLG	reverse	five_prime_utr	109027524
chr6	88411875	AKIRIN2	reverse	five_prime_utr	88411846
chr7	148036593	CNTNAP2	forward	five_prime_utr	148036655
chr19	49122719	SPHK2	forward	five_prime_utr	49123684
chr5	86563810	RASA1	forward	five_prime_utr	86563881
chr2	223765465	ACSL3	forward	five_prime_utr	223773461
chr7	97501043	ASNS	reverse	five_prime_utr	97498481
chr3	11888263	TAMM41	reverse	five_prime_utr	11888189
chr6	31126909	TCF19	forward	five_prime_utr	31126968
chr6	24720778	C6orf62	reverse	five_prime_utr	24720560
chr13	50571275	TRIM13	forward	five_prime_utr	50571805
chr8	42251377	VDAC3	forward	five_prime_utr	42251406
chr13	37625710	SUPT20H	reverse	five_prime_utr	37625627
chrX	111144809	TRPC5OS	forward	five_prime_utr	111144838
chr15	25200139	SNRPN	forward	five_prime_utr	25200177
chr17	1665337	SERPINF1	forward	five_prime_utr	1665411
chr16	28996501	RP11-264B17.3	forward	five_prime_utr	28996551
chr5	151152025	G3BP1	forward	five_prime_utr	151152132
chr14	23479276	C14orf93	reverse	five_prime_utr	23479118
chr11	78285783	NARS2	reverse	five_prime_utr	78285685
chr6	24720816	C6orf62	reverse	five_prime_utr	24720646
chr10	54074128	DKK1	forward	five_prime_utr	54074193
chrX	55478630	MAGEH1	forward	five_prime_utr	55478773
chr11	71780903	NUMA1	reverse	five_prime_utr	71780850
chr17	35306307	AATF	forward	five_prime_utr	35306423
chr8	99956724	OSR2	forward	five_prime_utr	99956813
chr7	43690278	COA1	reverse	five_prime_utr	43688236
chr12	118541590	VSIG10	reverse	five_prime_utr	118541495
chr15	64673638	KIAA0101	reverse	five_prime_utr	64673573
chr8	38758878	PLEKHA2	forward	five_prime_utr	38758967
chr2	207024378	EEF1B2	forward	five_prime_utr	207024542
chr12	12837396	GPR19	reverse	five_prime_utr	12815385
chr15	70389488	TLE3	reverse	five_prime_utr	70389447
chr3	58292141	RP11-80H18.3	forward	five_prime_utr	58292353
chr5	124082302	ZNF608	reverse	five_prime_utr	124082222
chr8	119123507	EXT1	reverse	five_prime_utr	119123391
chr19	44259078	SMG9	reverse	five_prime_utr	44258806
chr10	80828864	ZMIZ1	forward	five_prime_utr	80878777
chr19	37569445	ZNF420	forward	five_prime_utr	37580015
chr5	68665584	TAF9	reverse	five_prime_utr	68665552
chr6	11382545	NEDD9	reverse	five_prime_utr	11382474
chr1	1260421	CPTP	forward	five_prime_utr	1260468
chr20	814554	FAM110A	forward	five_prime_utr	814598
chr5	76383005	ZBED3	reverse	five_prime_utr	76382940
chr12	92539604	BTG1	reverse	five_prime_utr	92539533
chr3	114343805	ZBTB20	reverse	five_prime_utr	114343716
chr12	107487052	CRY1	reverse	five_prime_utr	107486975
chr3	158362375	GFM1	forward	five_prime_utr	158362404
chrX	48958046	WDR45	reverse	five_prime_utr	48957597
chr12	7168027	C1S	forward	five_prime_utr	7168179
chr1	28415135	EYA3	reverse	five_prime_utr	28384599
chr2	209119677	IDH1	reverse	five_prime_utr	209119606
chr11	8853133	ST5	reverse	five_prime_utr	8832875
chr18	13730627	RNMT	forward	five_prime_utr	13730677
chr11	124981509	TMEM218	reverse	five_prime_utr	124981477
chr2	48541868	FOXN2	forward	five_prime_utr	48541951
chr9	124030458	GSN	forward	five_prime_utr	124030553
chr1	151319650	RFX5	reverse	five_prime_utr	151318984
chr6	18387713	RNF144B	forward	five_prime_utr	18387805
chr3	48514540	SHISA5	reverse	five_prime_utr	48514499
chr3	184033036	EIF4G1	forward	five_prime_utr	184033254
chr19	37569383	ZNF420	forward	five_prime_utr	37569637
chr12	49741836	DNAJC22	forward	five_prime_utr	49742555
chr5	126407317	C5orf63	reverse	five_prime_utr	126394689
chr20	3748373	C20orf27	reverse	five_prime_utr	3740796
chr1	162602412	DDR2	forward	five_prime_utr	162625047
chr16	81040421	CMC2	reverse	five_prime_utr	81040335
chr3	18486265	SATB1	reverse	five_prime_utr	18486095
chr8	118533068	MED30	forward	five_prime_utr	118533100
chr1	180991941	STX6	reverse	five_prime_utr	180991912
chr12	120933966	DYNLL1	forward	five_prime_utr	120934082
chr11	126870634	KIRREL3	reverse	five_prime_utr	126870605
chr22	18632966	USP18	forward	five_prime_utr	18640351
chr15	93435228	RP11-437B10.1	forward	five_prime_utr	93435278
chr1	61548174	NFIA	forward	five_prime_utr	61548209
chr4	175204969	CEP44	forward	five_prime_utr	175219173
chr19	3506330	FZR1	forward	five_prime_utr	3506476
chr11	118657078	DDX6	reverse	five_prime_utr	118657007
chr19	7587519	MCOLN1	forward	five_prime_utr	7587569
chr3	169756192	GPR160	forward	five_prime_utr	169794954
chr10	46089794	MARCH8	reverse	five_prime_utr	46089753
chr16	84150410	MBTPS1	reverse	five_prime_utr	84135694
chr1	203734347	LAX1	forward	five_prime_utr	203734415
chr1	150266580	MRPS21	forward	five_prime_utr	150266681
chrX	101410900	BEX5	reverse	five_prime_utr	101410841
chr4	103748585	UBE2D3	reverse	five_prime_utr	103747766
chr1	86043844	DDAH1	reverse	five_prime_utr	86043644
chr6	36646673	CDKN1A	forward	five_prime_utr	36646720
chr16	30077208	ALDOA	forward	five_prime_utr	30077252
chr1	8086305	ERRFI1	reverse	five_prime_utr	8086276
chr2	175260778	SCRN3	forward	five_prime_utr	175260882
chr2	131851016	FAM168B	reverse	five_prime_utr	131840224
chr15	69113217	ANP32A	reverse	five_prime_utr	69113185
chr4	89516750	HERC3	forward	five_prime_utr	89516809
chr16	89627131	RPL13	forward	five_prime_utr	89627247
chr14	103802033	EIF5	forward	five_prime_utr	103802176
chr5	135483532	SMAD5	forward	five_prime_utr	135489282
chr1	203444985	PRELP	forward	five_prime_utr	203445032
chr7	99677277	ZNF3	reverse	five_prime_utr	99677227
chrX	131623960	MBNL3	reverse	five_prime_utr	131623838
chr20	62290675	RTEL1	forward	five_prime_utr	62290710
chr22	24431904	CABIN1	forward	five_prime_utr	24431963
chr13	108870897	ABHD13	forward	five_prime_utr	108871007
chr3	182971255	B3GNT5	forward	five_prime_utr	182987342
chr16	71842891	AP1G1	reverse	five_prime_utr	71842817
chr11	12131308	MICAL2	forward	five_prime_utr	12183699
chr19	7070584	ZNF557	forward	five_prime_utr	7070679
chr8	30515573	GTF2E2	reverse	five_prime_utr	30515400
chr2	73511326	FBXO41	reverse	five_prime_utr	73511099
chr9	86593340	HNRNPK	reverse	five_prime_utr	86593194
chr19	40854636	PLD3	forward	five_prime_utr	40872339
chr16	27413890	IL21R	forward	five_prime_utr	27413919
chr1	160232215	DCAF8	reverse	five_prime_utr	160232105
chr1	203651878	ATP2B4	forward	five_prime_utr	203651919
chr17	3540515	CTNS	forward	five_prime_utr	3540556
chr9	113735830	LPAR1	reverse	five_prime_utr	113735798
chr5	38846315	OSMR	forward	five_prime_utr	38846497
chr7	102076704	ORAI2	forward	five_prime_utr	102076772
chr13	48987231	LPAR6	reverse	five_prime_utr	48987046
chr2	223725759	ACSL3	forward	five_prime_utr	223725974
chr1	249119383	SH3BP5L	reverse	five_prime_utr	249119306
chr12	6451040	TNFRSF1A	reverse	five_prime_utr	6450990
chr13	103426073	TEX30	reverse	five_prime_utr	103422398
chr1	158979858	IFI16	forward	five_prime_utr	158979893
chr3	195163680	ACAP2	reverse	five_prime_utr	195163651
chr4	83295097	HNRNPD	reverse	five_prime_utr	83295059
chr19	36719688	ZNF146	forward	five_prime_utr	36726571
chr17	26369134	NLK	forward	five_prime_utr	26369340
chr3	45017580	ZDHHC3	reverse	five_prime_utr	45017398
chr1	184356255	C1orf21	forward	five_prime_utr	184356506
chr8	125384534	TMEM65	reverse	five_prime_utr	125384478
chr3	49156690	USP19	reverse	five_prime_utr	49156634
chr17	79849655	ANAPC11	forward	five_prime_utr	79851463
chr11	14665406	PDE3B	forward	five_prime_utr	14665507
chr13	50018582	SETDB2	forward	five_prime_utr	50018626
chr5	10307867	CMBL	reverse	five_prime_utr	10290884
chr20	44987283	SLC35C2	reverse	five_prime_utr	44987245
chr22	20255807	RTN4R	reverse	five_prime_utr	20255709
chr22	26908385	TFIP11	reverse	five_prime_utr	26908356
chr8	99956717	OSR2	forward	five_prime_utr	99956977
chr5	77928106	LHFPL2	reverse	five_prime_utr	77860667
chr7	99006643	BUD31	forward	five_prime_utr	99006714
chr6	144329463	PLAGL1	reverse	five_prime_utr	144329425
chr8	42396719	SLC20A2	reverse	five_prime_utr	42390449
chr17	61678326	TACO1	forward	five_prime_utr	61678424
chr1	179923960	CEP350	forward	five_prime_utr	179923989
chr3	141111679	ZBTB38	forward	five_prime_utr	141122818
chr22	45609398	KIAA0930	reverse	five_prime_utr	45609288
chr11	73471845	RAB6A	reverse	five_prime_utr	73471708
chr4	166248867	MSMO1	forward	five_prime_utr	166254519
chr8	27695216	PBK	reverse	five_prime_utr	27694980
chr7	150930346	CHPF2	forward	five_prime_utr	150930375
chr4	106630007	GSTCD	forward	five_prime_utr	106630177
chr10	90640321	STAMBPL1	forward	five_prime_utr	90640419
chr7	1199715	ZFAND2A	reverse	five_prime_utr	1199659
chr8	127570410	FAM84B	reverse	five_prime_utr	127570339
